Date,r,xs,xb
12/1/1993,171.6644606,856.5483806,145.2660696
1/1/1994,171.619885,881.3734371,146.7635692
2/1/1994,171.4977488,857.6342314,143.629531
3/1/1994,171.4134863,815.8574383,140.155755
4/1/1994,171.7062035,821.088172,138.3992296
5/1/1994,172.1821731,825.9408031,138.0198773
6/1/1994,172.192504,800.0401255,137.1970028
7/1/1994,172.3483955,821.6609435,138.887773
8/1/1994,172.2950249,853.5937008,138.9324486
9/1/1994,172.4957486,834.6328239,136.4090186
10/1/1994,173.0918939,843.3088321,135.6130719
11/1/1994,173.6233437,808.2041345,134.2388595
12/1/1994,174.433586,814.6231609,134.2048076
1/1/1995,174.5644693,827.3644105,136.0067308
2/1/1995,174.706972,856.162208,138.5384508
3/1/1995,174.9623936,875.2255157,138.6933368
4/1/1995,175.2082741,893.0273113,140.0051909
5/1/1995,175.6900968,919.176937,144.6554633
6/1/1995,176.1446656,943.6405251,145.2700562
7/1/1995,176.9402524,977.8629066,144.1799981
8/1/1995,177.2723692,982.56056,144.8942658
9/1/1995,177.7045593,1013.966143,145.0621982
10/1/1995,177.9064317,998.0296373,146.4008322
11/1/1995,178.8168975,1036.295424,148.0976666
12/1/1995,179.6992397,1047.597953,148.8578026
1/1/1996,179.3944099,1072.713415,149.6436725
2/1/1996,179.5355933,1085.8917,146.9819605
3/1/1996,179.3503724,1093.268886,144.8143686
4/1/1996,179.3989763,1116.649535,143.2599312
5/1/1996,179.8051953,1141.906659,142.2825642
6/1/1996,180.4529736,1127.587529,143.28485
7/1/1996,180.8820307,1062.062666,142.9514738
8/1/1996,181.2975769,1092.070893,142.2129389
9/1/1996,181.4902359,1145.356672,143.8986362
10/1/1996,181.6697901,1156.329952,146.3090344
11/1/1996,182.0870252,1227.302401,147.975543
12/1/1996,182.8320646,1208.304169,145.6958811
1/1/1997,183.0219663,1267.851009,145.5365383
2/1/1997,183.2108449,1261.135202,144.7257542
3/1/1997,183.5364716,1199.148726,142.6202358
4/1/1997,184.0962578,1244.803915,143.8804282
5/1/1997,184.9858723,1328.723201,144.6203573
6/1/1997,185.5148085,1381.854413,145.3895448
7/1/1997,186.0639941,1481.770318,148.3692551
8/1/1997,186.5132145,1421.649958,146.5450057
9/1/1997,186.8185367,1498.950753,147.8943921
10/1/1997,187.12878,1441.12473,149.1509521
11/1/1997,188.0461476,1478.767869,148.6825685
12/1/1997,189.0875472,1498.756374,149.4969029
1/1/1998,189.5300121,1499.208999,151.5599602
2/1/1998,189.9821676,1602.74637,150.1927882
3/1/1998,190.4264726,1678.250683,149.9319534
4/1/1998,190.8596928,1689.627544,150.0373556
5/1/1998,191.3026146,1639.082899,150.2839169
6/1/1998,191.8614095,1684.639569,150.7514502
7/1/1998,192.4190227,1638.31142,150.6932099
8/1/1998,192.9690203,1373.024021,154.400062
9/1/1998,193.474149,1455.385324,157.9738572
10/1/1998,193.6395694,1558.853033,157.4250561
11/1/1998,194.3511948,1649.80899,156.1351151
12/1/1998,195.1807504,1747.795546,155.8399678
1/1/1999,195.410218,1808.687577,156.2847869
2/1/1999,195.8954215,1733.111566,151.6492239
3/1/1999,196.0247125,1792.439442,152.4384064
4/1/1999,195.2998131,1874.049209,152.2445048
5/1/1999,196.0321874,1828.215588,149.6616768
6/1/1999,196.7787433,1914.164878,149.5703333
7/1/1999,196.9329523,1848.111514,149.0558612
8/1/1999,197.2349161,1822.387035,148.7566564
9/1/1999,197.0597715,1773.647293,149.6258416
10/1/1999,197.5057177,1876.689107,148.8513782
11/1/1999,198.2226635,1937.865418,148.0877706
12/1/1999,199.0816283,2091.779734,146.727239
1/1/2000,199.3727519,1999.646599,145.2569832
2/1/2000,199.1137667,2053.943003,145.9170309
3/1/2000,198.4162049,2154.08984,147.7983878
4/1/2000,199.236193,2015.703209,146.4695817
5/1/2000,199.9647998,1927.625042,146.4810063
6/1/2000,199.863551,2017.946483,148.4964873
7/1/2000,200.3925232,1972.182146,148.8281294
8/1/2000,201.4095153,2110.100788,150.052836
9/1/2000,201.3676221,1991.62918,150.8037004
10/1/2000,202.0451571,1932.709485,151.2564634
11/1/2000,202.9678301,1724.918734,152.9483173
