Date,r,xs,xb
7/1/1968,-0.004919584,-0.08559322,0.03278028
8/1/1968,-0.06103822,-0.006116775,0.069313395
9/1/1968,0.045362495,0.002051473,0.018035732
10/1/1968,0.048237117,0.046901173,0.006451925
11/1/1968,-0.106265016,0.033777778,0.151159043
12/1/1968,0.261166253,0.115563199,-0.221602686
1/1/1969,-0.016396131,-0.060274395,0.003062797
2/1/1969,-0.059676613,0.091207349,0.08506877
3/1/1969,-0.049636589,-0.024503909,0.058503584
4/1/1969,0.142510726,-0.047773155,-0.091050504
5/1/1969,-0.045714286,0.048713384,0.109090396
6/1/1969,0.10881095,0.135030864,-0.131086284
7/1/1969,0.066964975,-0.002311353,-0.079976877
8/1/1969,-0.036876356,0.040746797,0.064434164
9/1/1969,0.042792793,0.021212518,-0.005842273
10/1/1969,-0.037437005,-0.055135274,0.081453511
11/1/1969,-0.035602094,0.069751662,0.075907789
12/1/1969,0.052737707,0.017886591,-0.072901932
1/1/1970,0.138647414,-0.002991027,-0.112744659
2/1/1970,-0.18439441,-0.135125,0.184615869
3/1/1970,0.017769316,-0.045237751,0.035695576
4/1/1970,0.015120811,0.133363609,-0.009819062
5/1/1970,-0.031173219,-0.006945372,-0.046895426
6/1/1970,-0.060072912,-0.03335575,0.095702678
7/1/1970,-0.005902192,-0.053012383,0.049691053
8/1/1970,0.036301951,-0.001469292,0.034881356
9/1/1970,-0.047470945,-0.030311948,0.148215298
10/1/1970,-0.093658704,-0.040971168,0.153721673
11/1/1970,-0.156427759,-0.193670886,0.1928151
12/1/1970,-0.002247696,-0.041797488,0.107966728
1/1/1971,-0.084929038,-0.117345894,0.157888505
2/1/1971,-0.205071393,-0.124825986,0.277164665
3/1/1971,0.054815732,-0.004241782,0.002850831
4/1/1971,0.079271873,0.21112886,-0.013910427
5/1/1971,0.052774755,0.074741701,-0.036269901
6/1/1971,0.296899225,0.23869912,-0.284891351
7/1/1971,0.008168958,0.008916777,0.015697869
8/1/1971,-0.128853755,-0.13797054,0.142288098
9/1/1971,0.027903811,0.000189861,0.026086316
10/1/1971,-0.118958287,-0.129460896,0.128716839
11/1/1971,-0.041082164,0.033362407,0.02638384
12/1/1971,-0.12460815,-0.11816839,0.22656978
1/1/1972,-0.066845718,-0.013161043,0.139448319
2/1/1972,0.006395907,0.039767216,0.041716388
3/1/1972,0.106768351,0.150652985,-0.053821583
4/1/1972,-0.067183463,-0.085934333,0.105902125
5/1/1972,0.046783626,0.02594235,-0.028677008
6/1/1972,0.065862981,0.134212233,-0.034572359
7/1/1972,-0.030896552,-0.057545732,0.05191507
8/1/1972,0.226017649,0.1083704,-0.161838544
9/1/1972,0.028325981,0.029551259,-0.014992648
10/1/1972,0.025287875,-0.018958186,0.004876658
11/1/1972,0.082801145,-0.026187466,-0.004060269
12/1/1972,-0.010168802,0.024666172,0.058387742
1/1/1973,0.144647627,0.112036199,-0.110094435
2/1/1973,0.001436008,0.042317708,-0.010219792
3/1/1973,0.053056103,0.082136165,-0.041059606
4/1/1973,0.01906383,-0.033044733,-0.009366321
5/1/1973,0.090195423,0.036263244,-0.089288805
6/1/1973,0.139267657,0.088133641,-0.131618404
7/1/1973,0.117805272,0.141609317,-0.077347256
8/1/1973,0.032362849,-0.030025504,-0.020548104
9/1/1973,-0.145204522,-0.084498626,0.194048452
10/1/1973,-0.055487389,-0.070234987,0.126604813
11/1/1973,0.074913395,0.042403819,-0.115532703
12/1/1973,-0.011145428,-0.040409483,-0.026501631
1/1/1974,0.025258012,-0.033548568,0.024647031
2/1/1974,-0.022913907,0.019753086,0.030821513
3/1/1974,0.152229904,0.15581826,-0.072722146
4/1/1974,0.031882353,0.068391867,-0.047481696
