Date,Bullish,Neutral,Bearish,Total,Bullish 8-Week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average + St. Dev,Bullish Average - St. Dev,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
2015-07-31,0.211055,0.38191,0.407035,1.0,0.269971,-0.19598,0.384232798026,0.487488233909,0.280977362144,2132.82,2063.52,2108.57
2015-06-30,0.355556,0.427778,0.216667,1.000001,0.2679445,0.138889,0.384502385479,0.487809337714,0.281195433244,2129.87,2082.1,2108.58
2015-05-31,0.270019,0.478585,0.251397,1.000001,0.286362,0.018622,0.384674762409,0.488058345739,0.281291179079,2134.72,2099.18,2123.48
2015-04-30,0.308362,0.472125,0.219512,0.999999,0.319571125,0.08885,0.384907436629,0.48829287048,0.281522002778,2125.92,2091.05,2106.85
2015-03-31,0.384298,0.371901,0.243802,1.000001,0.381096125,0.140496,0.384907436629,0.48829287048,0.281522002778,2114.86,2061.05,2061.05
2015-02-28,0.453731,0.343284,0.202985,1.0,0.420394625,0.250746,0.384907436629,0.48829287048,0.281522002778,2119.59,2085.44,2113.86
2015-01-31,0.441718,0.334356,0.223926,1.0,0.443576375,0.217792,0.384907436629,0.48829287048,0.281522002778,2064.62,2001.49,2002.16
2014-12-31,0.509434,0.301887,0.188679,1.0,0.4865695,0.320755,0.384907436629,0.48829287048,0.281522002778,2093.55,2018.98,2090.57
2014-11-30,0.521452,0.270627,0.207921,1.0,0.491851125,0.313531,0.384907436629,0.48829287048,0.281522002778,2075.76,2040.37,2067.56
2014-10-31,0.493711,0.295597,0.210692,1.0,0.426841125,0.283019,0.384907436629,0.48829287048,0.281522002778,1991.4,1909.38,1982.3
2014-09-30,0.418367,0.29932,0.282313,1.0,0.422327,0.136054,0.384907436629,0.48829287048,0.281522002778,2019.26,1978.63,1998.3
2014-08-31,0.519231,0.288462,0.192308,1.000001,0.37435575,0.326923,0.384907436629,0.48829287048,0.281522002778,2005.04,1972.73,2000.12
2014-07-31,0.311224,0.377551,0.311224,0.999999,0.357931375,0.0,0.384907436629,0.48829287048,0.281522002778,1991.39,1962.42,1970.07
2014-06-30,0.372208,0.416873,0.210918,0.999999,0.356190875,0.16129,0.384907436629,0.48829287048,0.281522002778,1968.17,1933.55,1959.53
2014-05-31,0.364641,0.403315,0.232044,1.0,0.310417625,0.132597,0.384907436629,0.48829287048,0.281522002778,1914.46,1868.14,1909.78
2014-04-30,0.345029,0.394737,0.260234,1.0,0.344184625,0.084795,0.384907436629,0.48829287048,0.281522002778,1884.89,1815.8,1875.39
2014-03-31,0.311615,0.402266,0.286119,1.0,0.374660375,0.025496,0.384907436629,0.48829287048,0.281522002778,1883.97,1849.69,1852.56
2014-02-28,0.396907,0.391753,0.21134,1.0,0.378559375,0.185567,0.384907436629,0.48829287048,0.281522002778,1858.71,1824.58,1845.16
2014-01-31,0.321839,0.350575,0.327586,1.0,0.424726625,-0.005747,0.384907436629,0.48829287048,0.281522002778,1850.84,1815.52,1844.86
2013-12-31,0.550562,0.264045,0.185393,1.0,0.440994375,0.365169,0.384907436629,0.48829287048,0.281522002778,1833.32,1767.99,1833.32
2013-11-30,0.473016,0.244444,0.28254,1.0,0.435186875,0.190476,0.384907436629,0.48829287048,0.281522002778,1808.42,1777.23,1807.23
2013-10-31,0.449664,0.33557,0.214765,0.999999,0.432868,0.234899,0.384907436629,0.48829287048,0.281522002778,1775.22,1740.5,1763.31
2013-09-30,0.360544,0.333333,0.306122,0.999999,0.373394375,0.054422,0.384907436629,0.48829287048,0.281522002778,1729.86,1691.7,1692.77
2013-08-31,0.335404,0.357143,0.307453,1.0,0.392386125,0.027951,0.384907436629,0.48829287048,0.281522002778,1669.51,1627.47,1634.96
2013-07-31,0.451178,0.323232,0.225589,0.999999,0.3924465,0.225589,0.384907436629,0.48829287048,0.281522002778,1698.78,1671.84,1685.94
